PetID,Date,ProcedureType,ProcedureSubCode,procedurecode,
E9-4456,42403,GROOMING,03,GROOMING03,
F3-3517,42403,GROOMING,03,GROOMING03,
E3-7139,42403,GROOMING,03,GROOMING03,
A6-9716,42403,GROOMING,01,GROOMING01,
B2-8637,42404,ORTHOPEDIC,05,ORTHOPEDIC05,
C4-5068,42404,GENERAL SURGERIES,16,GENERAL SURGERIES16,
B2-1752,42404,VACCINATIONS,05,VACCINATIONS05,
F1-2010,42404,ORTHOPEDIC,05,ORTHOPEDIC05,
D2-5135,42404,VACCINATIONS,05,VACCINATIONS05,
F2-9033,42404,VACCINATIONS,05,VACCINATIONS05,
B1-2648,42404,VACCINATIONS,05,VACCINATIONS05,
E9-9945,42404,VACCINATIONS,05,VACCINATIONS05,
D1-7489,42404,VACCINATIONS,05,VACCINATIONS05,
C9-7278,42404,VACCINATIONS,05,VACCINATIONS05,
F9-8302,42404,VACCINATIONS,05,VACCINATIONS05,
B1-1334,42404,VACCINATIONS,05,VACCINATIONS05,
B8-6504,42404,VACCINATIONS,05,VACCINATIONS05,
C7-2237,42404,VACCINATIONS,05,VACCINATIONS05,
E1-5806,42404,VACCINATIONS,05,VACCINATIONS05,
F0-3352,42404,VACCINATIONS,05,VACCINATIONS05,
E1-8520,42404,VACCINATIONS,05,VACCINATIONS05,
A7-4137,42404,VACCINATIONS,05,VACCINATIONS05,
C9-4217,42404,VACCINATIONS,05,VACCINATIONS05,
F7-7253,42404,VACCINATIONS,05,VACCINATIONS05,
D3-2476,42404,VACCINATIONS,05,VACCINATIONS05,
B8-8081,42404,VACCINATIONS,05,VACCINATIONS05,
A3-5037,42404,VACCINATIONS,05,VACCINATIONS05,
A2-2526,42404,VACCINATIONS,05,VACCINATIONS05,
D4-9966,42404,VACCINATIONS,05,VACCINATIONS05,
D5-4332,42404,VACCINATIONS,05,VACCINATIONS05,
S1-2243,42404,VACCINATIONS,05,VACCINATIONS05,
F9-5575,42404,VACCINATIONS,05,VACCINATIONS05,
F2-5739,42404,VACCINATIONS,05,VACCINATIONS05,
F4-7761,42404,VACCINATIONS,05,VACCINATIONS05,
A4-9650,42404,VACCINATIONS,05,VACCINATIONS05,
D0-2164,42404,VACCINATIONS,05,VACCINATIONS05,
E4-3255,42404,VACCINATIONS,05,VACCINATIONS05,
E1-8627,42404,VACCINATIONS,05,VACCINATIONS05,
D3-2205,42404,VACCINATIONS,05,VACCINATIONS05,
E8-2284,42404,VACCINATIONS,05,VACCINATIONS05,
A5-3937,42404,VACCINATIONS,05,VACCINATIONS05,
C2-5584,42404,VACCINATIONS,05,VACCINATIONS05,
A2-7264,42404,VACCINATIONS,05,VACCINATIONS05,
E8-9939,42404,VACCINATIONS,05,VACCINATIONS05,
F7-8626,42404,VACCINATIONS,05,VACCINATIONS05,
B4-9091,42404,VACCINATIONS,05,VACCINATIONS05,
B1-2893,42404,VACCINATIONS,05,VACCINATIONS05,
A5-2515,42404,VACCINATIONS,05,VACCINATIONS05,
F7-2469,42404,VACCINATIONS,05,VACCINATIONS05,
D6-7805,42404,GENERAL SURGERIES,04,GENERAL SURGERIES04,
B0-6704,42404,GENERAL SURGERIES,15,GENERAL SURGERIES15,
B6-7361,42404,GENERAL SURGERIES,18,GENERAL SURGERIES18,
E0-2574,42404,GROOMING,02,GROOMING02,
B7-5312,42404,GENERAL SURGERIES,06,GENERAL SURGERIES06,
B5-5447,42404,GENERAL SURGERIES,15,GENERAL SURGERIES15,
D2-3078,42404,VACCINATIONS,04,VACCINATIONS04,
C9-7706,42404,OFFICE FEES,01,OFFICE FEES01,
F0-3540,42404,VACCINATIONS,01,VACCINATIONS01,
F2-6557,42404,OFFICE FEES,02,OFFICE FEES02,
C3-7498,42404,ORTHOPEDIC,06,ORTHOPEDIC06,
E8-2444,42404,GROOMING,03,GROOMING03,
B2-8208,42404,GROOMING,03,GROOMING03,
A0-3807,42404,GROOMING,03,GROOMING03,
B5-4607,42404,GROOMING,03,GROOMING03,
C0-4733,42404,GROOMING,01,GROOMING01,
B6-1117,42404,GROOMING,01,GROOMING01,
E8-8843,42404,GROOMING,01,GROOMING01,
D9-5725,42404,GROOMING,01,GROOMING01,
D2-4100,42404,GROOMING,01,GROOMING01,
B4-3006,42404,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C4-7151,42404,GENERAL SURGERIES,03,GENERAL SURGERIES03,
B9-2793,42404,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F5-4982,42405,VACCINATIONS,05,VACCINATIONS05,
E3-7139,42405,VACCINATIONS,05,VACCINATIONS05,
A6-9716,42405,VACCINATIONS,05,VACCINATIONS05,
A2-7760,42405,VACCINATIONS,05,VACCINATIONS05,
C8-7144,42405,VACCINATIONS,05,VACCINATIONS05,
C2-1689,42405,VACCINATIONS,05,VACCINATIONS05,
L8-0046,42405,VACCINATIONS,05,VACCINATIONS05,
L4-6292,42405,VACCINATIONS,05,VACCINATIONS05,
F0-2939,42405,VACCINATIONS,05,VACCINATIONS05,
A0-5525,42405,VACCINATIONS,05,VACCINATIONS05,
D9-6225,42405,VACCINATIONS,05,VACCINATIONS05,
D8-6334,42405,VACCINATIONS,05,VACCINATIONS05,
E5-4359,42405,VACCINATIONS,05,VACCINATIONS05,
E5-3942,42405,VACCINATIONS,05,VACCINATIONS05,
C5-4916,42405,VACCINATIONS,05,VACCINATIONS05,
D2-7195,42405,VACCINATIONS,05,VACCINATIONS05,
D4-1708,42405,VACCINATIONS,05,VACCINATIONS05,
C2-2838,42405,VACCINATIONS,05,VACCINATIONS05,
A7-4137,42405,OFFICE FEES,02,OFFICE FEES02,
F7-7857,42405,ORTHOPEDIC,01,ORTHOPEDIC01,
E2-4838,42405,GROOMING,03,GROOMING03,
A8-8590,42405,GROOMING,03,GROOMING03,
B4-6876,42405,GROOMING,03,GROOMING03,
D0-9649,42405,GROOMING,03,GROOMING03,
E3-5361,42405,GROOMING,01,GROOMING01,
B2-9275,42405,GENERAL SURGERIES,03,GENERAL SURGERIES03,
B2-7885,42405,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E0-8441,42406,VACCINATIONS,05,VACCINATIONS05,
E3-1497,42406,VACCINATIONS,05,VACCINATIONS05,
A5-8260,42406,VACCINATIONS,05,VACCINATIONS05,
A4-2248,42407,VACCINATIONS,05,VACCINATIONS05,
C1-4682,42407,VACCINATIONS,05,VACCINATIONS05,
A7-9987,42408,VACCINATIONS,05,VACCINATIONS05,
C1-4714,42408,VACCINATIONS,05,VACCINATIONS05,
D3-5018,42408,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C4-8926,42409,VACCINATIONS,05,VACCINATIONS05,
E6-3533,42409,VACCINATIONS,05,VACCINATIONS05,
A7-3911,42409,VACCINATIONS,05,VACCINATIONS05,
A9-9428,42409,VACCINATIONS,05,VACCINATIONS05,
E7-6384,42409,VACCINATIONS,05,VACCINATIONS05,
B6-8892,42409,GROOMING,03,GROOMING03,
A9-4641,42410,VACCINATIONS,05,VACCINATIONS05,
F4-1704,42410,VACCINATIONS,05,VACCINATIONS05,
C2-1337,42410,VACCINATIONS,05,VACCINATIONS05,
D3-7426,42410,VACCINATIONS,05,VACCINATIONS05,
D8-1800,42410,VACCINATIONS,05,VACCINATIONS05,
F9-6190,42411,VACCINATIONS,05,VACCINATIONS05,
F6-6115,42411,VACCINATIONS,05,VACCINATIONS05,
A2-4671,42411,ORTHOPEDIC,03,ORTHOPEDIC03,
D1-9261,42411,GENERAL SURGERIES,02,GENERAL SURGERIES02,
E0-2753,42411,GROOMING,03,GROOMING03,
C2-6368,42412,VACCINATIONS,05,VACCINATIONS05,
A3-2798,42412,VACCINATIONS,05,VACCINATIONS05,
F1-7752,42412,VACCINATIONS,05,VACCINATIONS05,
F9-9933,42412,VACCINATIONS,05,VACCINATIONS05,
D4-5028,42412,VACCINATIONS,05,VACCINATIONS05,
D2-2020,42412,VACCINATIONS,05,VACCINATIONS05,
B9-3752,42412,VACCINATIONS,05,VACCINATIONS05,
E2-2033,42412,VACCINATIONS,05,VACCINATIONS05,
E2-7936,42412,VACCINATIONS,05,VACCINATIONS05,
E1-6927,42412,VACCINATIONS,05,VACCINATIONS05,
F3-9115,42412,ORTHOPEDIC,09,ORTHOPEDIC09,
A3-1183,42412,GENERAL SURGERIES,01,GENERAL SURGERIES01,
A0-4733,42412,VACCINATIONS,06,VACCINATIONS06,
B3-1168,42412,HOSPITALIZATION,01,HOSPITALIZATION01,
C2-3535,42412,GENERAL SURGERIES,04,GENERAL SURGERIES04,
B8-4259,42412,GROOMING,03,GROOMING03,
C6-8243,42412,GROOMING,03,GROOMING03,
A3-5322,42412,GROOMING,01,GROOMING01,
A7-3019,42412,GROOMING,01,GROOMING01,
F6-3873,42413,GROOMING,01,GROOMING01,
B7-3540,42413,GENERAL SURGERIES,03,GENERAL SURGERIES03,
D4-3750,42414,VACCINATIONS,05,VACCINATIONS05,
D6-9533,42414,VACCINATIONS,05,VACCINATIONS05,
A7-7555,42414,VACCINATIONS,05,VACCINATIONS05,
E3-4963,42414,VACCINATIONS,05,VACCINATIONS05,
E8-3761,42414,VACCINATIONS,05,VACCINATIONS05,
D6-2684,42414,VACCINATIONS,05,VACCINATIONS05,
C3-9183,42414,VACCINATIONS,05,VACCINATIONS05,
C4-8815,42414,VACCINATIONS,05,VACCINATIONS05,
B0-5802,42414,VACCINATIONS,05,VACCINATIONS05,
A7-3506,42414,OFFICE FEES,03,OFFICE FEES03,
F5-2497,42414,GROOMING,03,GROOMING03,
C7-7153,42414,GENERAL SURGERIES,03,GENERAL SURGERIES03,
D1-7498,42415,VACCINATIONS,05,VACCINATIONS05,
D1-9074,42415,VACCINATIONS,05,VACCINATIONS05,
D3-7223,42415,VACCINATIONS,05,VACCINATIONS05,
D4-8554,42415,VACCINATIONS,05,VACCINATIONS05,
F6-9885,42415,VACCINATIONS,05,VACCINATIONS05,
E9-3314,42415,GENERAL SURGERIES,13,GENERAL SURGERIES13,
C3-2459,42415,ORTHOPEDIC,03,ORTHOPEDIC03,
E0-8592,42415,GROOMING,03,GROOMING03,
E7-8730,42415,GROOMING,01,GROOMING01,
F0-6016,42416,VACCINATIONS,05,VACCINATIONS05,
C6-3197,42417,VACCINATIONS,05,VACCINATIONS05,
F4-4884,42417,VACCINATIONS,05,VACCINATIONS05,
A4-9436,42417,VACCINATIONS,05,VACCINATIONS05,
A4-7393,42417,VACCINATIONS,05,VACCINATIONS05,
D3-4358,42417,VACCINATIONS,05,VACCINATIONS05,
E0-7663,42417,VACCINATIONS,05,VACCINATIONS05,
B2-1670,42417,ORTHOPEDIC,05,ORTHOPEDIC05,
A5-3457,42417,ORTHOPEDIC,02,ORTHOPEDIC02,
A6-1028,42417,GROOMING,03,GROOMING03,
A2-3366,42418,VACCINATIONS,05,VACCINATIONS05,
C5-7376,42419,VACCINATIONS,05,VACCINATIONS05,
D0-4907,42419,ORTHOPEDIC,02,ORTHOPEDIC02,
D1-6212,42420,VACCINATIONS,05,VACCINATIONS05,
E8-5660,42420,VACCINATIONS,05,VACCINATIONS05,
D5-8435,42420,VACCINATIONS,05,VACCINATIONS05,
B5-1820,42420,GROOMING,03,GROOMING03,
A4-5279,42420,GROOMING,03,GROOMING03,
B1-1998,42420,GROOMING,01,GROOMING01,
C1-9947,42420,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C2-3480,42421,VACCINATIONS,05,VACCINATIONS05,
E3-6395,42421,GROOMING,01,GROOMING01,
A0-1431,42421,GROOMING,01,GROOMING01,
C4-5242,42422,VACCINATIONS,05,VACCINATIONS05,
E1-4995,42422,VACCINATIONS,05,VACCINATIONS05,
C0-7684,42422,GROOMING,03,GROOMING03,
D1-9223,42422,GROOMING,03,GROOMING03,
D2-8546,42422,GROOMING,01,GROOMING01,
E3-6585,42423,VACCINATIONS,05,VACCINATIONS05,
B3-8004,42423,VACCINATIONS,05,VACCINATIONS05,
F0-7008,42423,GENERAL SURGERIES,12,GENERAL SURGERIES12,
B7-9290,42423,GROOMING,03,GROOMING03,
C1-9770,42423,GROOMING,01,GROOMING01,
E7-3175,42424,VACCINATIONS,05,VACCINATIONS05,
B7-6111,42424,VACCINATIONS,05,VACCINATIONS05,
A9-9647,42424,VACCINATIONS,05,VACCINATIONS05,
D0-5839,42424,VACCINATIONS,05,VACCINATIONS05,
B7-4694,42424,VACCINATIONS,05,VACCINATIONS05,
C9-7696,42424,VACCINATIONS,05,VACCINATIONS05,
C4-3648,42424,GROOMING,03,GROOMING03,
A4-6889,42424,GROOMING,01,GROOMING01,
B2-8893,42424,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C1-5026,42425,VACCINATIONS,05,VACCINATIONS05,
D5-1836,42426,VACCINATIONS,05,VACCINATIONS05,
F9-9079,42426,VACCINATIONS,05,VACCINATIONS05,
E5-7443,42426,VACCINATIONS,05,VACCINATIONS05,
D6-9607,42426,VACCINATIONS,05,VACCINATIONS05,
F1-8792,42426,GROOMING,01,GROOMING01,
D6-2044,42426,GROOMING,01,GROOMING01,
C6-7943,42427,GENERAL SURGERIES,09,GENERAL SURGERIES09,
E8-3864,42427,VACCINATIONS,05,VACCINATIONS05,
F9-3672,42427,VACCINATIONS,05,VACCINATIONS05,
A2-1285,42427,VACCINATIONS,05,VACCINATIONS05,
A2-4123,42427,VACCINATIONS,05,VACCINATIONS05,
D0-5238,42427,GENERAL SURGERIES,06,GENERAL SURGERIES06,
B8-9914,42427,GROOMING,01,GROOMING01,
C6-7109,42428,VACCINATIONS,05,VACCINATIONS05,
